3547,1927,1
4298,315,0
3204,3451,0
585,2545,0
1451,2272,0
156,2763,0
2968,569,0
383,4702,0
1880,3036,1
1822,3750,1
4870,4399,0
4478,4416,0
2984,3265,0
2185,4859,1
2945,3890,0
592,603,0
1585,2234,0
2085,1419,0
763,4337,0
1495,3091,1
4953,1817,0
76,2182,1
587,1737,0
122,1332,0
213,4706,0
650,1781,0
1619,4301,0
464,4493,1
578,1239,0
3008,2902,0
3894,161,0
3255,4852,0
1209,175,0
4774,1831,1
3845,4001,0
2189,4516,0
204,2963,0
9,1677,0
3625,1170,0
2286,4041,0
1280,3566,0
2815,1290,1
3923,3860,1
3575,3176,0
1901,4410,1
2378,4191,0
1358,4656,1
1892,2078,0
211,742,0
1556,431,0
1673,2755,0
3199,2809,0
1951,4494,0
916,2736,0
4842,222,0
1186,676,1
3624,2925,0
4137,539,0
4338,3559,0
817,3970,1
2398,778,0
1228,4183,0
4926,2567,1
2557,2401,1
4084,2522,0
1639,993,1
1221,1219,0
4533,248,0
3298,2774,0
1718,1131,0
1038,231,0
2900,3788,0
1797,601,0
4076,1161,0
4421,3190,1
3115,4289,0
4965,1321,1
1928,1773,1
2369,2385,0
1923,1144,1
918,581,0
3268,937,0
3806,1809,1
73,1231,0
2432,2774,0
4447,2408,0
3302,3313,0
4654,3474,0
3045,4332,0
4074,1287,0
980,3192,0
4078,2139,0
1656,90,1
646,3832,1
1116,3680,0
293,4596,0
4515,4895,0
3966,363,0
830,4065,0
663,3276,0
2249,4206,1
4086,4825,1
850,3335,0
1373,2149,0
4290,1580,0
113,1401,0
1201,3849,0
4996,2971,0
584,1667,0
1889,3551,0
3501,4164,1
2592,3638,1
2842,3681,0
1787,2821,1
4963,3772,1
4565,4447,1
803,477,1
3270,3472,0
747,3766,1
2930,314,1
117,2992,0
2328,4448,0
3059,4047,0
3836,2140,0
3886,1614,1
4309,4384,0
3572,4064,0
1935,3014,1
3993,538,1
4028,4496,0
724,1017,0
1016,4547,0
3867,1007,0
4380,2885,0
710,907,0
2612,2681,1
4996,4533,0
1008,2372,0
3395,2976,0
32,2115,0
3199,26,0
1222,842,0
671,4755,0
1263,3567,1
2284,1053,1
3142,3396,0
128,4405,0
3863,2767,0
4595,1803,0
839,2047,0
645,793,0
2611,3266,0
1034,2688,0
361,2450,0
1375,4762,0
1531,682,0
1362,3476,0
4509,2663,0
4071,4079,1
344,4791,1
3846,656,0
2371,455,0
4413,4994,0
1325,534,0
2757,4023,0
3111,731,1
223,36,0
2691,930,0
3706,213,0
1240,3733,0
513,886,0
4733,1711,1
487,4377,0
2596,2666,0
3546,3040,1
168,4160,0
3730,2373,0
4895,2436,1
2012,1103,0
1768,2730,1
1247,3074,0
501,668,1
610,2157,0
4242,3455,0
174,2755,1
2816,4828,0
1786,1275,1
1454,3059,0
979,592,1
4965,3909,1
1085,4970,0
415,3699,1
1755,4807,0
3149,752,1
2752,2264,0
964,4645,0
264,1006,0
2878,465,1
1845,1191,1
285,4393,0
4079,2661,0
4206,1846,0
1937,2399,0
2376,771,0
3657,2023,0
2420,2267,0
3647,3936,0
3521,637,1
747,3434,1
2858,198,1
932,4573,1
