22,5,0
24,494,0
26,3199,0
36,4389,0
52,2012,0
55,1739,0
59,1693,1
60,703,0
113,1401,0
117,2992,0
120,1848,1
122,1322,0
122,1332,0
124,4301,0
126,125,0
127,3435,1
128,4405,0
132,777,0
140,1553,0
151,1433,0
153,3691,0
156,1490,0
156,2637,1
156,2763,0
156,2991,0
166,1644,0
167,1540,1
168,3252,0
168,4160,0
169,4311,0
171,152,0
172,2615,0
174,2755,1
179,1017,1
186,4344,1
188,3135,0
192,847,0
192,3263,1
223,36,0
228,815,0
228,2186,0
228,4143,0
229,4346,1
230,2734,0
231,1038,0
231,2938,0
237,2749,1
244,1127,1
253,2453,0
255,4404,0
256,306,0
256,1643,0
257,793,1
260,2228,0
264,1006,0
272,3158,0
281,3453,0
285,3882,0
285,4393,0
293,788,0
293,4596,0
295,10,0
295,3700,0
299,4113,0
300,319,1
315,4298,0
333,781,0
335,1030,1
342,730,0
342,4475,0
344,496,0
344,1270,1
344,4791,1
345,3244,1
345,4842,1
347,47,0
350,2453,1
361,2450,0
371,248,1
376,1007,0
380,2922,0
383,3794,0
383,4702,0
384,4390,0
385,2243,0
387,530,1
387,1171,0
394,4063,0
394,4112,0
397,4032,1
397,4282,0
417,652,0
422,4219,0
451,766,0
458,2259,0
464,2150,0
464,4493,1
465,1693,0
469,3292,0
477,803,1
484,100,0
487,4377,0
491,3183,1
505,3258,0
510,4065,0
517,937,0
526,4240,1
539,4137,0
562,1672,0
577,2462,0
578,1239,0
581,918,0
584,1667,0
585,2545,0
587,1737,0
590,265,0
590,4294,0
592,603,0
592,979,1
599,805,0
613,3277,0
648,1049,0
663,2440,0
663,3276,0
668,501,1
671,4755,0
674,425,0
676,4139,0
687,603,0
690,3166,0
693,2681,0
696,576,0
714,878,0
731,3111,1
742,211,0
751,4104,0
752,3149,1
759,0,0
762,2072,0
766,2110,0
771,1952,0
773,4205,0
774,583,0
778,2287,0
779,82,1
784,4272,0
785,3755,1
790,2658,0
793,645,0
793,3987,0
796,2018,0
800,2145,0
805,1045,0
815,211,0
886,513,0
891,2055,0
893,93,0
895,805,0
900,942,0
907,710,0
921,2020,0
921,4075,0
931,4373,0
937,3268,0
954,721,0
983,4247,0
993,3160,0
994,879,0
996,4203,0
999,263,1
1010,4212,0
1017,724,0
1025,866,1
1040,1077,1
1043,4024,0
1056,90,1
1059,2033,0
1090,510,0
1092,1098,0
1103,2012,0
1103,3271,0
1103,4441,1
1105,853,0
1108,925,1
1112,2234,0
1113,3048,0
1115,2612,0
1116,3680,0
1140,4876,0
1161,4076,0
1171,2148,0
1173,1714,0
1173,2563,0
1173,4808,0
1176,1898,0
1183,1491,0
1186,676,1
1187,896,1
1193,2314,0
1197,1106,1
1201,3849,0
1208,1887,0
1209,175,0
1213,410,0
1216,731,0
1221,900,1
1221,1219,0
1222,842,0
1224,4281,0
1228,4183,0
1231,73,0
1236,1626,0
1237,3061,0
1240,3733,0
1241,2801,0
1243,2619,1
1247,3074,0
1249,3706,0
1251,864,0
1253,3706,0
1254,2588,0
1263,3567,1
1267,406,1
1267,819,0
1272,4946,0
1273,2885,0
1280,3566,0
1285,2045,0
1287,4074,0
1292,3256,1
1292,4438,0
1297,326,0
1303,314,1
1303,1127,0
1303,4829,1
1313,3958,0
1314,4112,0
1322,933,0
1325,534,0
1327,4893,0
1339,3893,0
1342,327,1
1347,163,0
1350,4127,0
1356,1055,0
1358,4656,1
1362,948,0
1362,3476,0
1367,3263,0
1373,2149,0
1375,4762,0
1376,3168,1
1381,854,1
1397,4411,0
1401,4303,0
1407,4266,0
1409,4868,0
1410,1404,1
1412,4200,1
1415,246,1
1415,2290,1
1416,4034,0
1419,2085,0
1424,687,0
1424,2330,0
1425,4292,0
1431,1539,0
1432,1816,0
1434,2169,0
1450,4169,0
1451,2272,0
1454,3059,0
1455,402,0
1457,1595,0
1459,2083,0
1467,3953,0
1468,1099,0
1471,4142,0
1475,439,0
1483,516,0
1487,4284,0
1495,3091,1
1497,604,0
1500,2135,0
1510,75,0
1510,4169,0
1521,3528,0
1531,682,0
1532,4457,0
1535,1077,1
1542,637,1
1545,331,0
1556,431,0
1566,4180,0
1569,1650,1
1574,207,0
1574,2884,1
1576,643,0
1580,4290,0
1585,2234,0
1589,2578,0
1595,201,0
1602,3615,0
1610,2969,0
1610,3785,0
1611,1128,0
1614,1194,0
1619,4301,0
1622,791,0
1623,3200,1
1635,2654,0
1639,993,1
1640,3092,1
1641,4177,0
1648,3891,0
1656,90,1
1656,2188,0
1657,3904,1
1664,1607,0
1666,886,0
1669,4943,0
1673,2755,0
1677,9,0
1686,4092,0
1691,519,1
1696,1047,0
1714,4194,0
1716,2671,0
1718,1131,0
1719,1247,0
1720,2417,0
1736,2750,0
1745,2687,0
1748,2191,0
1752,2496,0
1755,4807,0
1759,2201,0
1768,2730,1
1768,4178,0
1771,2766,0
1772,933,0
1775,1819,0
1781,650,0
1786,1275,1
1787,2821,1
1789,1157,0
1791,3315,0
1795,1904,0
1797,601,0
1798,3985,0
1802,877,0
1802,2774,0
1815,4293,0
1819,510,0
1819,2438,1
1820,4403,0
1822,545,0
1822,3750,1
1829,4173,0
1836,2027,1
1841,1774,1
1845,1191,1
1845,4918,0
1846,4206,0
1849,1666,0
1849,2660,0
1850,3098,1
1850,3326,1
1856,3000,0
1867,358,0
1867,766,0
1874,782,0
1880,3036,1
1882,3249,0
1888,3708,0
1889,3551,0
1892,2078,0
1893,4226,0
1895,985,0
1899,1207,0
1901,4410,1
1907,2138,1
1909,2116,0
1923,1144,1
1928,1773,1
1935,1437,0
1935,3014,1
1937,2399,0
1940,2745,0
1943,4749,0
1947,3084,0
1948,2843,0
1951,4494,0
1956,1853,0
1957,3989,0
1957,4273,1
1961,926,0
1965,80,1
1973,715,0
1973,4200,0
1977,213,0
1981,3064,0
1984,489,0
1990,943,0
1998,755,0
2012,326,0
2031,725,0
2047,839,0
2051,3200,0
2115,32,0
2124,1064,1
2139,4078,0
2149,4146,0
2149,4399,0
2157,610,0
2182,76,1
2182,3036,0
2200,3878,0
2203,3047,0
2208,70,0
2213,1004,0
2214,2072,0
2216,4955,0
2218,4116,0
2219,4299,0
2223,3800,0
2225,2309,0
2229,2646,0
2230,931,0
2234,403,0
2242,4017,0
2245,1067,1
2249,4206,1
2253,3579,1
2254,2389,0
2260,4586,0
2261,706,0
2277,2920,0
2284,1053,1
2286,4041,0
2287,4847,0
2296,1362,0
2297,497,0
2310,4694,0
2315,4160,0
2319,3040,0
2327,4365,0
2328,4448,0
2335,2831,0
2336,3188,1
2337,2073,0
2338,2921,0
2338,4106,1
2343,2591,0
2344,4507,1
2350,834,0
2352,777,0
2355,4097,0
2359,2017,1
2369,2385,0
2371,455,0
2372,541,0
2372,1008,0
2373,3528,0
2376,771,0
2378,4191,0
2386,477,0
2386,3290,1
2386,4715,0
2387,3074,1
2389,2382,0
2390,91,0
2398,778,0
2407,3095,1
2409,4453,0
2410,44,0
2412,4267,0
2420,2267,0
2422,97,0
2431,805,0
2432,2774,0
2433,2126,0
2437,3625,0
2442,838,0
2446,3526,0
2448,831,0
2451,1211,0
2457,3171,1
2461,1335,0
2463,1447,0
2486,3529,0
2488,3657,0
2489,3048,0
2491,430,0
2496,1346,0
2502,510,1
2503,4790,0
2506,1211,0
2510,1220,0
2512,239,0
2517,877,0
2522,4084,0
2525,4252,0
2526,501,0
2532,4293,0
2534,1384,0
2534,2908,0
2537,871,0
2538,637,0
2543,4489,0
2551,3115,0
2557,2401,1
2566,4759,0
2570,2760,0
2573,1642,0
2579,2016,0
2583,3604,0
2586,386,0
2590,4672,0
2592,3638,1
2596,2666,0
2601,3580,0
2605,1617,0
2607,3831,0
2610,603,0
2610,3185,0
2611,3266,0
2612,2681,1
2615,2380,0
2615,3083,0
2617,868,1
2624,4851,0
2626,281,0
2627,3939,0
2633,4273,0
2646,4893,0
2648,4607,0
2649,3692,0
2649,4235,0
2653,1331,0
2658,1697,0
2658,4215,1
2661,4079,0
2662,1889,0
2664,1796,0
2680,3839,0
2684,1943,0
2688,1034,0
2690,1567,0
2691,930,0
2692,4225,0
2695,2015,0
2697,2411,0
2707,1634,0
2710,4145,0
2719,2124,0
2727,507,0
2730,4552,0
2736,916,0
2739,711,0
2741,4163,0
2752,2264,0
2754,2434,0
2757,4023,0
2773,532,1
2774,3298,0
2774,4148,0
2777,2015,0
2777,4437,0
2794,5,0
2797,2122,0
2798,1213,1
2799,1124,0
2799,1450,0
2799,4866,0
2804,2194,0
2809,2249,1
2809,3199,0
2815,1290,1
2816,4828,0
2819,4352,0
2820,3355,0
2822,2332,0
2826,4337,0
2828,995,0
2830,4060,0
2831,724,0
2842,3681,0
2842,4632,0
2855,3033,1
2858,198,1
2860,3204,1
2861,147,0
2865,4539,0
2866,2204,0
2868,327,1
2878,465,1
2885,4380,0
2887,4178,1
2898,4378,0
2900,3788,0
2902,3008,0
2906,4247,0
2906,4359,0
2917,547,0
2917,1987,0
2926,4058,1
2930,314,1
2944,3011,0
2945,3890,0
2954,1122,0
2957,4882,0
2959,4634,1
2963,204,0
2966,4237,0
2968,569,0
2970,4433,1
2971,583,1
2978,3295,1
2981,823,0
2982,220,0
2984,3138,0
2984,3265,0
2990,1005,0
2990,4260,0
2995,3563,0
3002,2143,0
3019,817,0
3022,989,0
3025,414,0
3039,4335,0
3047,4260,1
3100,2075,1
3125,734,1
3133,843,0
3137,4319,1
3159,2161,0
3192,980,0
3225,3199,0
3246,4021,0
3280,4100,0
3302,3313,0
3304,3821,0
3316,103,0
3323,633,0
3323,2221,0
3328,4572,0
3332,575,1
3335,850,0
3339,3222,1
3358,5,0
3359,4150,1
3361,1982,1
3363,2228,0
3380,3499,0
3384,2810,1
3394,307,0
3395,634,0
3395,2976,0
3396,668,0
3396,3142,0
3401,457,1
3404,2961,1
3421,2834,1
3421,4057,0
3423,2616,0
3424,2503,0
3428,829,0
3434,747,1
3434,1722,0
3436,3248,0
3442,1071,0
3444,1383,1
3444,4912,0
3451,3204,0
3451,4098,0
3455,4242,0
3459,4151,0
3460,3549,0
3460,4367,0
3463,2978,0
3467,3365,0
3468,4993,0
3472,3270,0
3477,1956,0
3482,1008,0
3487,1030,0
3487,4018,0
3501,4164,1
3517,3718,0
3521,637,1
3523,1714,0
3526,1508,0
3529,3637,0
3532,4963,0
3534,863,0
3534,4301,1
3541,2768,0
3546,3040,1
3547,1927,1
3550,1039,1
3556,2526,0
3558,2861,0
3559,4338,0
3562,3793,0
3572,4064,0
3575,768,0
3575,3176,0
3578,4344,1
3579,1634,0
3579,1811,0
3584,625,0
3585,874,1
3590,3752,0
3596,1593,0
3602,624,0
3603,499,0
3604,4185,0
3606,2976,0
3612,4298,1
3613,3334,0
3614,4158,0
3620,536,0
3624,2925,0
3625,1170,0
3632,824,0
3639,620,0
3647,3936,0
3650,2091,0
3653,4049,0
3656,4272,1
3657,2023,0
3658,2295,0
3658,3742,0
3662,4679,0
3670,4409,1
3674,503,1
3674,564,1
3678,414,1
3679,3572,0
3679,4497,1
3699,415,1
3706,213,0
3709,708,0
3722,3419,0
3730,2373,0
3736,1188,0
3740,4613,0
3756,882,0
3759,3445,1
3766,747,1
3766,1101,0
3770,404,0
3771,3231,0
3778,4784,1
3785,4354,1
3787,2931,0
3795,2015,0
3802,723,0
3806,1809,1
3807,3884,0
3809,3714,0
3817,4901,0
3820,627,0
3832,646,1
3832,2059,0
3835,1589,0
3835,4302,0
3836,2140,0
3838,4357,0
3845,4001,0
3846,656,0
3850,4052,0
3863,2767,0
3863,2973,1
3867,1007,0
3868,253,0
3886,1614,1
3887,1870,0
3892,4576,0
3894,161,0
3896,1491,0
3899,603,0
3904,216,0
3908,4041,0
3910,2236,0
3914,2113,0
3914,3239,0
3919,1456,0
3923,3860,1
3926,4240,0
3928,4364,0
3934,1250,1
3935,1578,0
3940,787,0
3944,646,0
3944,4395,1
3946,4020,0
3947,3949,0
3951,4832,0
3959,4935,1
3966,363,0
3970,817,1
3978,1708,0
3983,1242,0
3984,4921,0
3991,2345,0
3993,538,1
3995,818,0
3998,1006,0
4017,1027,0
4017,4249,0
4047,3059,0
4065,830,0
4070,519,1
4079,4071,1
4080,863,0
4082,656,1
4106,2186,0
4154,2007,0
4174,978,0
4200,833,0
4231,4261,0
4247,2007,0
4251,421,0
4289,3115,0
4293,4048,1
4305,984,0
4319,4034,1
4332,3045,0
4336,2169,0
4337,763,0
4350,307,1
4368,2079,0
4375,656,0
4384,4309,0
4400,1545,0
4401,2140,0
4409,2083,0
4411,2376,0
4413,4994,0
4421,3190,1
4432,4186,0
4437,19,0
4441,3381,0
4445,2426,0
4447,2408,0
4452,611,0
4453,85,0
4460,3805,0
4461,3538,0
4465,2092,0
4478,4416,0
4482,405,1
4487,2050,0
4496,3183,0
4496,4028,0
4501,4088,1
4509,2663,0
4512,981,0
4515,4895,0
4516,2189,0
4520,4164,0
4529,3820,0
4533,248,0
4534,1036,1
4539,4627,0
4544,3006,0
4547,1016,0
4558,1111,0
4561,648,0
4565,4447,1
4573,932,1
4574,3191,1
4577,2734,0
4586,1126,0
4595,1803,0
4596,2293,0
4598,740,0
4602,4402,0
4606,1713,1
4607,173,1
4609,1444,1
4611,3050,0
4612,2051,0
4616,4279,0
4620,3107,0
4623,3038,0
4623,4464,0
4626,1480,0
4628,71,0
4633,3452,0
4634,3919,1
4642,328,0
4645,964,0
4654,3474,0
4659,1353,0
4661,4213,1
4662,4302,1
4666,4196,0
4671,3807,0
4676,2076,0
4685,4443,0
4693,4366,0
4694,442,0
4701,1603,0
4705,409,1
4705,3094,1
4706,213,0
4717,2360,0
4719,926,0
4728,470,0
4733,1048,0
4733,1711,1
4737,3635,0
4744,970,0
4744,4125,0
4747,1809,0
4752,741,0
4752,2109,0
4754,3594,0
4755,3124,0
4758,4027,0
4765,1004,0
4768,3727,0
4769,3254,0
4773,4046,1
4774,103,0
4774,1831,1
4778,4131,0
4781,2815,0
4784,1649,0
4785,3415,0
4797,3181,0
4799,650,0
4814,540,0
4814,3571,1
4825,4086,1
4834,847,0
4841,2616,0
4842,222,0
4845,1395,0
4852,3255,0
4859,1563,0
4859,2185,1
4863,525,0
4864,698,0
4870,4399,0
4878,1861,1
4881,310,1
4887,2481,0
4895,2436,1
4898,4261,0
4908,4198,1
4913,1004,0
4914,3024,0
4915,849,0
4915,2985,0
4916,1904,1
4921,3028,0
4926,2153,0
4926,2567,1
4928,4008,0
4929,4264,1
4942,2983,0
4953,1817,0
4958,1765,0
4963,1638,0
4963,3772,1
4965,1321,1
4965,3909,1
4967,1265,0
4970,1085,0
4972,376,0
4973,2397,0
4974,2915,1
4978,1567,1
4989,1313,0
4989,4380,0
4990,2122,1
4990,3720,0
4991,412,0
4991,4977,0
4993,2561,0
4996,1011,0
4996,2971,0
4996,4533,0
